Key,English
meleeToolPickT2SteelPickaxeDesc,"The Steel Pickaxe is the best at breaking any hard surface including steel.\n\nRepair with a Forged Steel."
meleeToolAxeT1IronFireaxeDesc,"The Iron Fireaxe is good for harvesting wood and breaking wooden objects.\n\nRepair with a Sharpening Stone"
schematicIronSpikes,"Iron Spikes Crafting Guide"
recipeBearStew,"Bear Stew Crafting Guide"
recipeWheatSeed,"Wheat Seed Crafting Guide"
recipeOrangeSeed,"Orange Seed Crafting Guide"
resourceClayLumpDesc,"Clay Soil or Loam is a key resource for forging and farming and can be harvested from the topsoil of nearly every biome. It is also used in creating Molds for use in forges."
meleeWpnClubT0WoodenClubDesc,"A makeshift club good for breaking knees and skulls.\n\nScrap to Sticks"
armorLeatherGroupDesc,"Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\nRepair with a Leather.  Scrap for Leather\n\nBody Part Protections:\n15% Gash   -   10% Laceration\n10% Burn   -    5% Breaks\n4% Zombie & Snake Bites"
armorClothGroupDesc,"Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\nRepair with cloth.   Scrap for cloth\n\nBody Part Protections:\n5% Gash   -   5% Laceration\n0% Burn   -   0% Breaks\n1% Zombie & Snake Bites"
armorMiningGroupDesc,"Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\nRepair with Scavenged Parts. Scrap for Scrap Polymers\n\nBody Part Protections:\n25% Gash   -   25% Laceration\n00% Burn   -   20% Breaks\n12% Zombie & Snake Bites"
armorMilitaryGroupDesc,"Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\nRepair with a Military Armor Parts.\nScrap for Military Armor Parts\n\nBody Part Protections:\n25% Gash   -   50% Laceration\n50% Burn   -   00% Breaks\n06% Zombie & Snake Bites"
armorScrapDesc,"Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nRepair with Iron.  Scrap for Iron\n\nBody Part Protections:\n30% Gash   -   20% Laceration\n20% Burn   -   10% Breaks\n8% Zombie & Snake Bites"
armorHeavyGroupDesc,"Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\nRepair with Forged Iron. Scrap for Iron\n\nBody Part Protections:\n45% Gash   -   30% Laceration\n30% Burn   -   25% Breaks\n12% Zombie & Snake Bites"
armorFireFighterGroupDesc,"Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\nRepair with Scavenged Parts. Scrap for Iron\n\nBody Part Protections:\n35% Gash   -   50% Laceration\n90% Burn   -   00% Breaks\n12% Zombie & Snake Bites"
armorSwatGroupDesc,"Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\nRepair with Forged Iron. Scrap for Iron\n\nBody Part Protections:\n25% Gash   -   50% Laceration\n50% Burn   -   10% Breaks\n10% Zombie Bites"
armorSteelGroupDesc,"Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\nRepair with a Steel Armor Parts.\nScrap for Steel Armor Parts\n\nBody Part Protections:\n55% Gash   -   40% Laceration\n40% Burn   -   35% Breaks\n16% Zombie & Snake Bites"
drinkSpoiled,"Spoiled Drink"
spoiledDrinkDesc,"A crafted drink that has spoiled. Click Open to separate the Dirty Water from the Jar."
schematicFertilizer,"Fertilizer Crafting Guide"
foodPorkBelly,"Pork Belly"
meleeWpnKnucklesT1IronKnuckles,"Brass Knuckles"
schematicIronArrows,"Iron Arrow Crafting Guide"
schematicShotgunShell,"Shotgun Shell Crafting Guide"
schematic762MM,"762MM Crafting Guide"
schematic44MM,"44MM Crafting Guide"
schematic9MM,"9MM Crafting Guide"
schematicGlue,"Glue Crafting Guide"
schematicSteelShaping,"Steel Shaping Guide"
schematicIronShaping,"Iron Shaping Guide"
schematicNutsAndBolts,"Nut and Bolt Crafting Guide"
schematicNails,"Nails Crafting Guide"
schematicMethaneProducer,"Methane Producer Crafting Guide"
schematicSteelSafe,"Steel Safe Crafting Guide"
schematicWoodenChest,"Storage Box Crafting Guide"
schematicSteelDoors,"Steel Doors Crafting Guide"
schematicIronDoors,"Iron Doors Crafting Guide"
schematicWoodenDoors,"Wooden Doors Crafting Guide"
drugPainkillersDesc,"Painkillers help you shrug off stuns and relieve [35bd00]Throbbing Pain[-]. They will also lower your Wellness by 1 and make you thirsty so take with caution"
drinkJarEmptyDesc,"An empty glass jar can be used to make refreshing drinks or to craft other recipes.\n\nThe secrets to its reproduction have been lost to the dead and it can only be found scavenging"
resourceDuctTapeDesc,"Duct tape is useful for making many things & according to Madmole MacDyver a must have resource for making the cooler stuff.\n\nThe secrets to its reproduction have been lost to the dead and it can only be found scavenging\nScrap to Adhesives"
resourceScrapSteel,"Scrap Steel"
scrapSteelDesc,"Assorted scraps of steel. Smelt in a Steel Forge to craft into new objects"
smallEngine,"Small Engine"
smallEngineDesc,"A working engine for a small vehicle or generator.\n\nRepair with Scavenged Parts"
resourceEmptyPropaneTank,"Propane Tank(Empty)"
emptyPropaneTankDesc,"A old empty propane tank that can be refilled for other uses in the Methane Producer"
resourceFertilizer,"Fertilizer"
resourceFertilizerDesc,"Well composted soil perfect for any gardening needs"
foodVenisonTenderloin,"Venison Tenderloin"
venisonDesc,"A fine cut of tender meat from the back of a Deer that takes a experienced hand to retrieve."
foodBearFlank,"Bear Flank"
bearMeatDesc,"A hearty chunk of meat carved from the tender belly of a Bear that takes a experienced hand to retrieve."
foodOrange,"Orange"
foodOrangeDesc,"A juicy Orange."
foodCarrot,"Carrot"
foodCarrotDesc,"A healthy crisp Carrot"
foodLeek,"Leek"
foodEggPlant,"Egg Plant"
foodEggPlantDesc,"A large fresh Egg Plant."
drinkFruitJuice,"Fruit Juice"
fruitJuiceDesc,"A delicious blend of fruit blended in a Blender until drinkable."
drinkVeggieJuice,"Veggie Juice"
veggieJuiceDesc,"A delicious blend of veggies blended in a Blender until drinkable."
resourceVenomSack,"Venom Sack"
venomSackDesc,"A plump Venom Sack full of venom from a venomous animal. Can be used to craft [35bd00]Anti-Venom[-]."
meleeWpnPoliceBaton,"Police Baton"
policeBatonDesc,"An extendable police baton, you should be able to crack a skull with this"
foodFlour,"Flour"
foodBread,"Bread"
meleeWpnBladeT3MacheteDesc,"Great for chopping zombies and sometimes trees and gutting animals for meat.\n\n\nRepair with Machete Parts"
questitemSateliteRadioStationDesc,"A radio frequency used to communicate using satellites."
questitem887Frequency,"8.87GHz"
questitem934Frequency,"9.34GHz"
questitem1065Frequency,"10.65GHz"
questitem865Frequency,"8.65GHz"
questitem9885Frequency,"98.85GHz"
questitem1079Frequency,"10.79GHz"
questitemTissueExtractor,"Tissue Extractor"
questitemTissueExtractorDesc,"A medical device used to gather living tissue samples.\n\n\n[fff700]Quest item, do not lose![-]"
questitemMutatedTissueSample,"Infected Tissue Sample"
questitemMutatedTissueSampleDesc,"A nasty clump of flesh from an Infected. It smells terrible and is still slightly throbbing.\n\n\n[fff700]Quest item, do not lose![-]"
questitemMutatedTissueReport,"Tissue Analysis Report"
questitemMutatedTissueReportDesc,"A scientifically detailed report on the Infected Samples.\n\n\n[fff700]Quest item, do not lose![-]"
questitemMutatedFungusSample,"Fungus Sample"
questitemMutatedFungusSampleDesc,"A spongy fungus that appears to be growing on the plants in the area.\n\n\n[fff700]Quest item, do not lose![-]"
questitemMutatedFungusReport,"Fungus Analysis Report"
questitemMutatedFungusReportDesc,"A scientifically detailed report on the Fungus Samples.\n\n\n[fff700]Quest item, do not lose![-]"
questitemMutatedTissueSample2,"Mutated Tissue Sample"
questitemMutatedTissueSample2Desc,"A nasty clump of flesh from a mutated creature. It smells terrible and is still slightly throbbing.\n\n\n[fff700]Quest item, do not lose![-]"
resourceDoorKnob,"Key Lock"
resourceDoorKnobDesc,"A working key locking mechanism. Can be used to craft secure Doors and Storage containers."
resourceElectronicParts,"Computer Parts"
meleeWpnSledgeT0StoneSledgehammerDesc,"The sledgehammer is one of the best weapons for cracking skulls.\n\nScraps to Small Stone"
meleeWpnSledgeT1IronSledgehammerDesc,"The sledgehammer is one of the best weapons for cracking skulls.\n\nRepair with a Forged Iron.\nScraps to Scrap Iron"
meleeWpnSledgeT3SteelSledgehammerDesc,"The sledgehammer is one of the best weapons for cracking skulls.\n\nRepair with Steel Sledgehammer Parts.\nScrap to Steel Sledgehammer Parts"
questitemSateliteRadio,"Satellite Radio Parts"
questitemSateliteRadioDesc,"Satellite receiver and transmitter parts for communication devices.\n\n\n[fff700]Quest item, do not lose![-]"
resourceClothDesc,"Cloth is a staple for survival used for clothing, [35bd00]Bandages[-] and more. It can be harvested from many objects and crafted on the Light Armor Table with a Small Loom"
meleeWpnBladeT0BoneKnifeDesc,"This primitive makeshift weapon is also useful for gutting animals."
meleeWpnClubT1BaseballBatDesc,"This club was used in gladiatorial games of the past that were held in huge arenas.\nScraps to Sticks"
AAAAAAAAAAAAA,Starting Instruction
StartingInstructionsDesc,"This is where you choose your characters stats and abilities for this play through. Here you can craft Hobbies, Traits and Professions. Any combination can be chosen but these options do not stack. More Professions can be acquired by collecting Profession Pages found in loot."
apparelSkiGogglesDesc,"Ski Goggles pimp your look."
apparelNerdGlassesDesc,"Wearing these nerdy looking glasses might not help your sex appeal but you get faster at crafting and gain extra XP."
apparelShadesDesc,"Sunglasses make you look cool"
recipeFoodSteakAndPotato,Venison and Potato Meal Recipe
apparelCigarDesc,"Look intimidating and get a better deal from traders.\nAlso acts as an apatite suppressant and slows stamina regain"
questitemBugOutBag,"Bug Out Bag"
questitemBugOutBagDesc,"A pre packed bag for when shit hits the fan and you have to flee in a hurry.\n\n\n[fff700]Quest item, do not lose![-]"
foodHoney,"A Serving of Honey"
foodHoneyDesc,"Honey is one of mother nature's miracles. It gives you some energy, tastes great, and can be used to craft [35bd00]First Aid Bandage[-] or used to treat [f21b10]Medical Infection[-]."
schematicGeneralGroupDesc,"Reading the schematic will teach you how to craft this item."
drinkSpashOfWater,Splash of Water
splashOfWaterDesc,"Splash some water on your head to cool off for a while"
professionBookDesc,"Teaches the stated Profession"
professionFireFighterBook,"Fire Fighter"
professionPoliceOfficerBook,"Police Officer"
professionParkRangerBook,"Park Ranger"
professionBouncerBook,"Bouncer"
professionChefBook,"Chef"
professionThiefBook,"Thief"
professionCarpenterBook,"Carpenter"
professionSoldierBook,"Soldier"
professionPersonalTrainerBook,"Personal Trainer"
professionElectricianBook,"Electrician"
professionMechanicBook,"Mechanic"
professionDoctorBook,"Doctor"
professionFarmerBook,"Farmer"
professionChemistBook,"Chemist"
professionSoldier,"Soldier"
professionDoctor,"Doctor"
professionBouncer,"Bouncer"
professionChemist,"Chemist"
professionCarpenter,"Carpenter"
professionPoliceOfficer,"Police Officer"
professionChef,"Chef"
professionPersonalTrainer,"Personal Trainer"
professionFireFighter,"Fireman"
professionElectrician,"Electrician"
professionFarmer,"Farmer"
professionThief,"Thief"
professionParkRanger,"Park Ranger"
professionMechanic,"Mechanic"
tatteredClothesDesc,"Tattered clothing thats just good for not being naked. Can be scrapped for Cloth"
clothingTatteredShirt,"Junk Shirt"
clothingTatteredPants,"Junk Pants"
clothingTatteredShoes,"Junk Shoes"
drinkDirtyOuncesOfWater,Ounces of Dirty Water
drinkDirtyOuncesOfWaterDesc,"This water is dirty and unsafe to drink. Doing so may cause illness. Craft a Dirty Drink of Water for better hydration.\n\nCraft and use a Empty Gallon Bottle to collect water from the environment."
drinkDrityDrinkOfWater,Dirty Drink of Water
drinkDrityDrinkOfWaterDesc,"This water is dirty and unsafe to drink. Doing so may cause illness but some time you have to roll the dice.\n\nCraft and use a Empty Gallon Bottle to collect water from the environment."
drinkCleanOuncesOfWater,Ounces of Clean Water
drinkCleanOuncesOfWaterDesc,"This water is clean and safe to drink and cook with. Craft a Clean Drink of Water for better hydration.\n\nCraft and use a Empty Gallon Bottle to collect water from the environment."
drinkCleanDrinkOfWater,Clean Drink of Water
drinkCleanDrinkOfWaterDesc,"Clean drink of water.\n\nCraft and use a Empty Gallon Bottle to collect water from the environment."
qc_ProfessionGroupDesc,Contains your Profession starting weapon
qc_Carpenter,Carpenter Starting Tool
qc_Cop,Cop Starting Weapon
qc_Soldier,Soldier Starting Weapon
qc_Bouncer,Bouncer Starting Weapon
qc_Chef,Chef Starting Weapon
qc_personalTrainer,Fitness Instructor Starting Weapon
qc_IronWorker,Metal Worker Starting Tool
qc_Electrician,Electrician Starting Tool
qc_Thief,Thief Starting Weapon
qc_ParkRanger,Park Ranger Starting Weapon
qc_Mechanic,Mechanic Starting Tool
qc_Fireman,Fireman Starting Weapon
qc_Mason,Mason Starting Tool
BasicGunPartsDesc,Simple parts that can be used to craft basic Firearms
gunpartsBasic,Basic Gun Parts
MilitaryGunPartsDesc,High grade parts that can be used to craft Advanced Firearms
gunpartsMilitary,Military Gun Parts
oldRevolverDesc,"A old rusty Handgun thats barely able to shoot still. It's so damaged it can only use basic 9MM ammo. There's no way to repair it but it can be used for parts"
gunOldRevolver,"Old Handgun"
oldRifleDesc,"A old rusty Hunting Rifle thats barely able to shoot still. It's so damaged it can only use basic 762MM ammo.There's no way to repair it but it can be used for parts"
gunOldRifle,Old Hunting Rifle
oldKnifeDesc,"A old rusty Knife, there is no repairing this thing."
meleeWpnOldKnife,Old Knife
meleeCleaverDesc,"A sharp Chef's knife"
meleeWpnCleaver,"Chef's Knife"
OldAxeDesc,"A old rusty Axe, there is no repairing this thing."
toolOldAxe,"Old Axe"
fryingPanDesc,"A simple iron Frying Pan. Can be used to cook with or to bash a head or two"
toolFryingPan,Frying Pan
screwdriverDesc,"A well made Screwdriver for disassembling electronics and as a tool to craft items."
toolScrewdriver,"Screwdriver"
screwdriverDesc,"Used to harvest more electronic resources when disassembling electronics.\n\nUsed to craft level 2 quality items on the Electronic Workbench"
masonHammerDesc,"A Mason Hammer used for disassembling Brick and Flagstone Blocks and upgrade and repair them."
toolMasonHammer,Mason Hammer
concreteSledgeDesc,"A Concrete Sledge Hammer used for disassembling Concrete Blocks and upgrade and repair them."
toolConcreteSledge,Concrete Sledge Hammer
welderToolDesc,"A Welding tool used for disassembling Steel Blocks and upgrade and repair them."
toolWelder,Welder Tool
partLargeEngine,Large Engine
largeEngineDesc,A full size vehicle engine
schematicLargeEngine,Engine Crafting Guild
schematicLargeEngineDesc,"This book completely details how to assemble a vehicles engine from its parts. If you know this recipe you can scrap it for Skill Paper."
schematicSteelShovel,Steel Shovel Crafting Guide
schematicSteelShovelDesc,"This book completely details how to craft and assemble a Steel Shovel and its parts. If you know this recipe you can scrap it for Skill Paper."
schematicSteelAxe,Steel Axe Crafting Guide
schematicSteelFireaxeDesc,"This book completely details how to craft and assemble a Steel Fireaxe and its parts. If you know this recipe you can scrap it for Skill Paper."
schematicSteelPickaxe,Steel Pickaxe Crafting Guide
schematicSteelPickaxeDesc,"This book completely details how to craft and assemble a Steel Pickaxe and its parts. If you know this recipe you can scrap it for Skill Paper."
schematicClawHammer,Claw Hammer Crafting Guide
schematicClawHammerDesc,"This book completely details how to craft and assemble a Claw Hammer and its parts. If you know this recipe you can scrap it for Skill Paper."
schematicIronShovel,Iron Shovel Crafting Guide
schematicIronShovelDesc,"This book completely details how to craft and assemble a Iron Shovel and its parts. If you know this recipe you can scrap it for Skill Paper."
schematicIronFireaxe,Iron Fireaxe Crafting Guide
schematicIronFireaxeDesc,"This book completely details how to craft and assemble a Iron Fireaxe and its parts. If you know this recipe you can scrap it for Skill Paper."
schematicIronPickaxe,Iron Pickaxe Crafting Guide
schematicIronPickaxeDesc,"This book completely details how to craft and assemble a Iron Pickaxe and its parts. If you know this recipe you can scrap it for Skill Paper."
foodSchematicDesc,"A battered old Cook Book. Looks like only one recipe is still readable. If you know this recipe you can scrap it for Skill Paper."
